Bin Id,Marker lineage,# genomes,# markers,# marker sets,Completeness,Contamination,Strain heterogeneity,Genome size (bp),# ambiguous bases,# scaffolds,# contigs,N50 (scaffolds),N50 (contigs),Mean scaffold length (bp),Mean contig length (bp),Longest scaffold (bp),Longest contig (bp),GC,GC std (scaffolds > 1kbp),Coding density,Translation table,# predicted genes,0,1,2,3,4,5+
D300263:bin_000036.fa,k__Bacteria (UID203),5449,104,58,67.21,13.62,80.0,3032106,32608,3530,3530,3252,319,250,240,1644,1576,38.8,6.26,-100.0,-1,-1,54,40,10,0,0,0
D300263:bin_000037.fa,o__Lactobacillales (UID355),490,333,183,65.27,5.68,5.0,1440464,22792,1831,1831,2787,303,235,222,1261,1193,33.9,7.77,-100.0,-1,-1,114,199,20,0,0,0
D300263:bin_000038.fa,k__Bacteria (UID203),5449,103,57,72.44,4.39,33.33,1801411,21089,1952,1952,5491,345,280,269,1516,1445,38.2,8.73,-100.0,-1,-1,51,49,3,0,0,0
D300263:bin_000039.fa,k__Bacteria (UID203),5449,103,57,68.13,9.65,71.43,2062278,27594,1987,1987,16442,379,311,297,1512,1454,38.5,6.39,-100.0,-1,-1,57,39,7,0,0,0
D300263:bin_000040.fa,k__Bacteria (UID203),5449,104,58,63.28,0.0,0.0,2307897,28033,2156,2156,5714,384,306,293,2047,1908,37.5,5.76,-100.0,-1,-1,62,42,0,0,0,0
D300263:bin_000041.fa,k__Bacteria (UID203),5449,103,58,88.82,71.66,69.01,3401414,67182,3736,3736,9385,340,273,255,2750,2433,36.7,7.06,-100.0,-1,-1,19,31,47,4,2,0
D300263:bin_000042.fa,k__Bacteria (UID203),5449,102,56,61.04,5.36,66.67,1977081,21487,2355,2355,2796,317,247,238,2217,2016,35.7,7.05,-100.0,-1,-1,59,40,3,0,0,0
D300263:bin_000043.fa,k__Bacteria (UID203),5449,103,58,94.42,91.1,2.47,7075582,144061,8570,8570,5866,304,238,222,3324,3053,40.1,6.45,-100.0,-1,-1,12,33,50,7,0,1
D300264:bin_000001.fa,o__Clostridiales (UID1212),172,263,149,97.99,0.0,0.0,3120979,43490,3030,3030,22854,375,298,284,2749,2600,38.4,7.0,-100.0,-1,-1,4,259,0,0,0,0
D300264:bin_000002.fa,f__Lachnospiraceae (UID1286),57,420,207,94.94,2.48,22.22,1975533,32254,1905,1905,20991,381,322,305,2708,2500,39.2,5.5,-100.0,-1,-1,18,393,9,0,0,0
D300264:bin_000003.fa,o__Bacteroidales (UID2716),92,487,270,98.15,1.22,28.57,2204921,36327,1853,1853,25549,415,348,329,4046,3685,39.4,5.05,-100.0,-1,-1,5,475,7,0,0,0
D300264:bin_000004.fa,p__Firmicutes (UID1022),100,295,158,99.66,1.9,0.0,2853049,44715,2736,2736,26887,378,309,293,5197,4826,38.8,4.12,-100.0,-1,-1,2,290,3,0,0,0
D300264:bin_000005.fa,k__Bacteria (UID2569),434,278,186,94.35,1.66,50.0,2316981,30535,1923,1923,45854,430,354,338,3283,3104,36.5,5.25,-100.0,-1,-1,11,263,4,0,0,0
D300264:bin_000006.fa,o__Bacteroidales (UID2657),160,492,269,96.28,1.8,14.29,2565663,30717,1925,1925,16364,454,363,347,2517,2342,36.5,4.26,-100.0,-1,-1,13,472,7,0,0,0
D300264:bin_000007.fa,k__Bacteria (UID2569),434,278,186,96.51,0.81,0.0,2373831,33300,2126,2126,105256,421,338,322,3814,3574,36.8,4.9,-100.0,-1,-1,7,269,2,0,0,0
D300264:bin_000008.fa,g__Lactobacillus (UID377),91,430,154,96.56,3.9,62.5,2016225,32600,2145,2145,20052,342,277,262,1666,1502,35.4,5.19,-100.0,-1,-1,10,414,5,1,0,0
D300264:bin_000009.fa,o__Clostridiales (UID1212),172,263,149,94.85,11.74,87.5,2197947,33628,2347,2347,9721,359,282,268,1815,1687,39.9,5.71,-100.0,-1,-1,11,234,15,3,0,0
D300264:bin_000010.fa,o__Bacteroidales (UID2657),160,492,269,95.93,5.68,61.54,2400190,29574,2042,2042,14844,425,339,324,2448,2256,36.3,5.28,-100.0,-1,-1,15,453,23,1,0,0
D300264:bin_000011.fa,k__Bacteria (UID2372),131,176,105,91.15,0.95,0.0,1691910,29126,1927,1927,6615,332,269,254,1496,1416,41.6,5.8,-100.0,-1,-1,12,163,1,0,0,0
D300264:bin_000012.fa,o__Clostridiales (UID1212),172,263,149,96.64,7.11,7.14,4465571,57428,4083,4085,27171,410,316,302,4086,3909,39.9,6.54,-100.0,-1,-1,6,243,14,0,0,0
D300264:bin_000013.fa,f__Spirochaetaceae (UID2535),33,249,143,99.3,0.23,0.0,2619747,40921,2387,2387,82311,397,332,314,4221,3869,39.5,8.7,-100.0,-1,-1,2,246,1,0,0,0
D300264:bin_000014.fa,o__Clostridiales (UID1212),172,263,149,87.92,0.67,0.0,2307070,30820,2093,2093,85861,412,337,323,2665,2497,40.2,5.78,-100.0,-1,-1,27,234,2,0,0,0
D300264:bin_000015.fa,k__Bacteria (UID203),5449,103,57,99.52,10.26,85.71,1961823,22546,1992,1992,17895,355,290,278,1393,1319,37.8,3.46,-100.0,-1,-1,3,79,21,0,0,0
D300264:bin_000016.fa,o__Bacteroidales (UID2657),160,492,269,92.92,10.17,84.21,2817599,32343,2362,2363,11552,450,339,326,2501,2333,36.6,4.79,-100.0,-1,-1,28,415,45,4,0,0
D300264:bin_000017.fa,f__Spirochaetaceae (UID2535),33,249,143,97.2,3.02,0.0,3366917,51275,3091,3091,32647,393,318,302,2805,2613,38.1,6.92,-100.0,-1,-1,5,233,11,0,0,0
D300264:bin_000018.fa,o__Bacteroidales (UID2716),92,487,270,94.13,2.33,62.5,2736925,36298,2268,2268,14977,433,346,330,2551,2370,36.6,5.22,-100.0,-1,-1,37,442,8,0,0,0
D300264:bin_000019.fa,f__Lachnospiraceae (UID1286),57,420,207,94.27,3.34,33.33,2512012,38428,2319,2320,34375,391,323,306,1712,1606,39.6,5.84,-100.0,-1,-1,20,385,15,0,0,0
D300264:bin_000020.fa,o__Bacteroidales (UID2657),160,492,269,90.55,2.23,37.5,2352438,30258,2005,2005,14814,433,353,338,3404,3203,37.4,4.33,-100.0,-1,-1,68,416,8,0,0,0
D300264:bin_000021.fa,k__Bacteria (UID2565),2921,152,93,80.92,4.4,20.0,1237338,19493,1445,1445,4563,323,258,245,2033,1861,36.7,9.6,-100.0,-1,-1,30,117,5,0,0,0
D300264:bin_000022.fa,o__Bacteroidales (UID2657),160,492,269,93.68,0.99,14.29,2718796,36998,2218,2219,42019,451,359,343,5378,4981,37.1,5.19,-100.0,-1,-1,44,443,4,1,0,0
D300264:bin_000023.fa,o__Bacteroidales (UID2716),92,487,270,97.37,0.91,40.0,2426503,39483,1998,1998,25472,448,371,351,3230,2986,38.4,4.61,-100.0,-1,-1,41,441,5,0,0,0
D300264:bin_000024.fa,o__Bacteroidales (UID2657),160,492,269,86.16,3.5,50.0,2351929,30808,2140,2140,6352,421,332,318,3277,3062,39.4,4.68,-100.0,-1,-1,73,403,16,0,0,0
D300264:bin_000025.fa,p__Bacteroidetes (UID2605),350,316,210,82.16,2.76,10.0,1886140,25406,1856,1856,6101,393,311,297,1812,1745,39.1,4.58,-100.0,-1,-1,60,246,10,0,0,0
D300264:bin_000026.fa,o__Campylobacterales (UID3068),106,477,284,83.39,1.09,20.0,1330216,19901,1571,1571,4566,319,263,250,1807,1729,37.9,5.81,-100.0,-1,-1,87,385,5,0,0,0
D300264:bin_000027.fa,o__Bacteroidales (UID2716),92,487,270,93.61,0.46,75.0,2868109,41639,2208,2208,15386,455,369,350,2919,2683,38.7,4.48,-100.0,-1,-1,72,411,4,0,0,0
D300264:bin_000028.fa,f__Spirochaetaceae (UID2535),33,249,143,80.68,1.75,33.33,1675725,23270,1794,1794,4089,351,286,273,1492,1417,37.7,5.38,-100.0,-1,-1,44,202,3,0,0,0
D300264:bin_000029.fa,o__Bacteroidales (UID2716),92,487,270,96.93,37.99,46.35,3650669,54312,3207,3207,8615,418,335,318,2765,2576,37.2,4.69,-100.0,-1,-1,18,290,174,4,1,0
D300264:bin_000030.fa,k__Bacteria (UID1453),901,171,117,63.25,0.85,0.0,912992,13690,937,937,25774,369,295,280,2502,2393,34.4,6.3,-100.0,-1,-1,48,122,1,0,0,0
D300264:bin_000031.fa,o__Bacteroidales (UID2716),92,487,270,92.69,6.02,6.9,3047006,47438,2733,2733,29092,412,331,314,2524,2335,39.8,5.95,-100.0,-1,-1,61,399,26,1,0,0
D300264:bin_000032.fa,o__Bacteroidales (UID2657),160,492,269,85.93,2.57,45.45,2161236,22793,1929,1929,6033,403,320,308,1741,1669,35.3,5.49,-100.0,-1,-1,78,403,11,0,0,0
D300264:bin_000033.fa,f__Lachnospiraceae (UID1286),57,420,207,89.05,3.09,10.0,2310922,30353,2170,2171,15782,394,324,310,2646,2441,38.2,6.9,-100.0,-1,-1,86,324,10,0,0,0
D300264:bin_000034.fa,f__Spirochaetaceae (UID2535),33,249,143,86.12,19.16,48.0,3751168,65305,4020,4020,4266,346,268,252,3749,3448,39.2,8.51,-100.0,-1,-1,31,186,28,2,1,1
D300264:bin_000035.fa,o__Clostridiales (UID1212),172,263,149,86.81,2.3,40.0,2053567,30786,2091,2091,6606,376,301,286,1607,1458,39.5,6.73,-100.0,-1,-1,53,205,5,0,0,0
D300264:bin_000036.fa,f__Lachnospiraceae (UID1286),57,420,207,91.21,1.69,0.0,2660777,35866,2355,2355,66481,397,336,321,5244,4948,39.6,6.14,-100.0,-1,-1,85,331,4,0,0,0
D300264:bin_000037.fa,f__Lachnospiraceae (UID1286),57,420,207,91.82,2.42,33.33,2085673,26918,1987,1987,18442,390,317,304,1518,1451,39.0,5.26,-100.0,-1,-1,89,325,6,0,0,0
D300264:bin_000038.fa,o__Bacteroidales (UID2716),92,487,270,88.86,1.88,40.0,2419595,33786,1993,1993,18616,439,367,350,3087,2913,38.4,4.52,-100.0,-1,-1,83,394,10,0,0,0
D300264:bin_000039.fa,o__Bacteroidales (UID2657),160,492,269,74.35,3.35,36.0,1965682,28363,1747,1747,10156,414,328,312,2187,2026,38.6,5.52,-100.0,-1,-1,127,342,22,1,0,0
D300264:bin_000040.fa,k__Bacteria (UID2329),174,149,89,70.79,1.12,0.0,818840,20846,890,890,23303,328,273,250,1538,1380,39.9,6.11,-100.0,-1,-1,30,118,1,0,0,0
D300264:bin_000041.fa,o__Bacteroidales (UID2716),92,487,270,99.25,10.09,19.57,2866389,42742,2426,2426,29909,441,352,335,4428,4067,38.3,4.46,-100.0,-1,-1,3,440,43,1,0,0
D300264:bin_000042.fa,f__Lachnospiraceae (UID1286),57,420,207,89.24,10.0,52.94,3946598,49889,3897,3897,10259,385,309,296,3678,3430,38.8,6.13,-100.0,-1,-1,68,307,42,3,0,0
D300264:bin_000043.fa,o__Clostridiales (UID1212),172,263,149,90.49,13.11,89.29,2125796,22071,2063,2063,19150,363,304,293,3567,3395,39.3,6.77,-100.0,-1,-1,53,184,25,1,0,0
D300264:bin_000044.fa,k__Bacteria (UID203),5449,103,57,84.53,8.45,0.0,2664717,53975,3246,3246,25472,313,236,219,6062,5603,38.4,6.19,-100.0,-1,-1,19,63,10,3,7,1
D300264:bin_000045.fa,p__Bacteroidetes (UID2605),350,316,210,77.94,2.62,16.67,1249734,15274,1219,1219,10822,396,324,311,1299,1235,40.0,4.69,-100.0,-1,-1,96,214,6,0,0,0
D300264:bin_000046.fa,o__Bacteroidales (UID2716),92,487,270,80.67,1.08,16.67,2446783,30058,2135,2135,5731,417,316,302,1909,1789,38.0,3.75,-100.0,-1,-1,120,361,6,0,0,0
D300264:bin_000047.fa,o__Clostridiales (UID1212),172,263,149,69.71,1.34,100.0,1660145,19463,1776,1776,3424,351,279,268,3419,3268,37.3,7.29,-100.0,-1,-1,84,177,2,0,0,0
D300264:bin_000048.fa,o__Bacteroidales (UID2617),213,406,265,72.17,4.16,65.52,2241905,33633,2251,2251,3751,373,293,278,1735,1613,37.2,5.12,-100.0,-1,-1,107,270,29,0,0,0
D300264:bin_000049.fa,k__Bacteria (UID1453),901,171,117,77.39,37.35,16.95,2617750,50835,3083,3083,3577,316,256,240,2236,2064,36.4,4.88,-100.0,-1,-1,44,76,47,4,0,0
D300264:bin_000050.fa,k__Bacteria (UID203),5449,103,57,96.49,66.59,44.59,4501650,56486,4579,4579,9107,371,298,286,2155,2051,41.2,4.97,-100.0,-1,-1,2,29,71,1,0,0
D300264:bin_000051.fa,f__Lachnospiraceae (UID1286),57,420,207,68.0,5.87,18.18,2088165,27278,2277,2277,4451,353,280,268,1356,1282,40.9,9.67,-100.0,-1,-1,157,243,19,1,0,0
D300264:bin_000052.fa,o__Bacteroidales (UID2657),160,492,269,84.32,28.03,14.0,3204678,38805,3017,3017,4302,393,304,291,3258,3039,37.4,5.49,-100.0,-1,-1,102,267,111,11,1,0
D300264:bin_000053.fa,k__Bacteria (UID1453),901,171,117,47.62,0.0,0.0,983967,17994,1237,1237,2713,288,236,221,980,894,35.8,0.0,-100.0,-1,-1,96,75,0,0,0,0
D300264:bin_000054.fa,k__Bacteria (UID203),5449,103,58,92.24,69.73,65.62,3741875,69017,4036,4036,10088,336,269,252,3570,3302,36.8,5.44,-100.0,-1,-1,10,30,51,9,3,0
D300264:bin_000055.fa,o__Bacteroidales (UID2716),92,487,270,57.07,1.5,100.0,2141340,34251,1807,1807,22346,442,360,341,4321,3949,39.1,5.58,-100.0,-1,-1,202,280,5,0,0,0
D300264:bin_000056.fa,o__Bacteroidales (UID2617),213,406,265,56.72,1.14,20.0,1585851,23378,1660,1660,2742,355,280,266,2042,1896,36.8,7.3,-100.0,-1,-1,187,214,5,0,0,0
D300264:bin_000057.fa,k__Bacteria (UID1453),901,171,117,67.57,40.34,6.1,2271999,43203,2506,2506,5778,338,269,252,4461,4117,36.8,6.91,-100.0,-1,-1,54,62,43,11,1,0
D300264:bin_000058.fa,k__Bacteria (UID203),5449,104,58,98.28,86.36,6.06,4572978,86546,4971,4972,5545,332,269,252,2442,2186,41.0,6.86,-100.0,-1,-1,1,40,48,13,2,0
D300264:bin_000059.fa,o__Bacteroidales (UID2617),213,406,265,85.22,41.46,66.88,3345610,51028,3529,3529,3236,353,281,266,2085,1957,37.2,5.7,-100.0,-1,-1,80,192,124,9,1,0
D300265:bin_000001.fa,k__Bacteria (UID1453),901,171,117,89.74,2.28,0.0,2088974,40454,2126,2126,75733,355,295,276,1973,1816,37.0,9.06,-100.0,-1,-1,13,153,4,0,1,0
D300265:bin_000002.fa,g__Prevotella (UID2722),64,532,281,97.15,0.05,0.0,2954563,46709,2378,2378,93053,450,367,348,5073,4762,38.6,5.17,-100.0,-1,-1,10,521,1,0,0,0
D300265:bin_000003.fa,o__Bacteroidales (UID2617),213,406,265,93.58,2.96,70.0,2611576,38291,2330,2330,8830,411,324,308,2172,2020,37.2,5.44,-100.0,-1,-1,19,377,10,0,0,0
D300265:bin_000004.fa,g__Lactobacillus (UID377),91,430,154,98.62,9.03,77.78,2083381,33873,2259,2259,21018,344,274,259,1666,1501,35.4,5.79,-100.0,-1,-1,6,397,27,0,0,0
D300265:bin_000005.fa,g__Prevotella (UID2724),55,567,296,97.64,4.43,7.69,3198587,44363,2561,2561,35775,434,359,342,2871,2716,37.3,5.26,-100.0,-1,-1,10,531,26,0,0,0
D300265:bin_000006.fa,p__Firmicutes (UID1022),100,295,158,99.35,4.37,18.18,2017213,25039,2007,2007,12941,372,298,286,1483,1391,39.1,5.8,-100.0,-1,-1,3,281,11,0,0,0
D300265:bin_000007.fa,p__Firmicutes (UID1022),100,295,158,98.73,3.61,50.0,2741416,24672,2645,2645,7604,357,274,265,3471,3323,38.0,6.18,-100.0,-1,-1,2,285,8,0,0,0
D300265:bin_000008.fa,o__Clostridiales (UID1212),172,261,147,99.32,3.25,35.71,2728586,27772,2453,2453,12288,383,312,300,1519,1450,36.1,7.05,-100.0,-1,-1,1,246,14,0,0,0
D300265:bin_000009.fa,o__Selenomonadales (UID1024),64,334,167,98.0,3.41,87.5,2429529,25103,2531,2531,13967,349,285,275,4136,3922,37.7,5.52,-100.0,-1,-1,6,320,8,0,0,0
D300265:bin_000010.fa,o__Bacteroidales (UID2657),160,492,269,94.55,1.24,60.0,2698685,36932,2226,2226,12133,435,339,322,2465,2273,36.3,5.72,-100.0,-1,-1,22,465,5,0,0,0
D300265:bin_000011.fa,o__Bacteroidales (UID2657),160,492,269,94.25,15.61,91.14,2867378,36052,2605,2605,9907,414,318,304,3437,3222,36.1,5.23,-100.0,-1,-1,19,406,61,6,0,0
D300265:bin_000012.fa,k__Bacteria (UID2329),174,149,89,93.82,1.12,100.0,1359342,22540,1417,1417,31312,351,293,277,2665,2413,37.0,5.08,-100.0,-1,-1,6,142,1,0,0,0
D300265:bin_000013.fa,o__Bacteroidales (UID2716),92,487,270,93.61,2.16,41.67,3133612,45416,2674,2674,21718,426,338,321,2534,2339,38.4,5.08,-100.0,-1,-1,45,432,9,1,0,0
D300265:bin_000014.fa,k__Bacteria (UID2329),174,149,89,87.36,4.95,0.0,1078043,20218,1166,1166,37811,336,282,265,2704,2411,38.8,5.39,-100.0,-1,-1,12,126,11,0,0,0
D300265:bin_000015.fa,f__Lachnospiraceae (UID1286),57,420,207,96.49,15.27,34.38,5480064,75906,6048,6048,8827,355,267,255,1938,1804,39.6,5.69,-100.0,-1,-1,21,341,42,14,2,0
D300265:bin_000016.fa,o__Bacteroidales (UID2716),92,487,270,93.02,1.2,9.09,2864701,41317,2303,2303,11668,440,353,335,2632,2480,38.5,4.26,-100.0,-1,-1,66,410,11,0,0,0
D300265:bin_000017.fa,o__Clostridiales (UID1212),172,263,149,86.57,1.48,0.0,1862223,19631,2011,2011,7666,336,276,266,1517,1455,37.7,6.41,-100.0,-1,-1,52,208,3,0,0,0
D300265:bin_000018.fa,o__Bacteroidales (UID2716),92,487,270,94.11,3.52,16.67,2734557,44378,2260,2260,30353,431,361,341,2580,2364,37.9,5.45,-100.0,-1,-1,59,416,12,0,0,0
D300265:bin_000019.fa,k__Bacteria (UID2372),131,177,106,84.58,1.98,25.0,1994531,30348,2284,2284,5529,320,262,248,1591,1483,39.6,7.61,-100.0,-1,-1,30,143,4,0,0,0
D300265:bin_000020.fa,o__Bacteroidales (UID2716),92,487,270,89.2,1.98,83.33,2335104,33402,1983,1983,12121,423,342,325,2570,2379,36.9,5.12,-100.0,-1,-1,71,410,6,0,0,0
D300265:bin_000021.fa,k__Bacteria (UID203),5449,104,58,81.03,3.45,100.0,2643661,49889,2670,2670,16266,344,289,271,4739,4240,41.5,6.6,-100.0,-1,-1,50,51,3,0,0,0
D300265:bin_000022.fa,f__Lachnospiraceae (UID1286),57,420,207,88.12,3.35,72.73,1967649,26106,1871,1871,16698,386,315,301,2146,2010,38.6,6.37,-100.0,-1,-1,94,315,11,0,0,0
D300265:bin_000023.fa,o__Clostridiales (UID1212),172,261,147,99.32,63.76,45.14,5067339,52395,5135,5135,13402,358,285,275,3559,3416,36.6,6.15,-100.0,-1,-1,3,143,88,25,2,0
D300265:bin_000024.fa,o__Clostridiales (UID1120),304,249,142,93.63,16.04,12.9,3654636,73227,4046,4046,11140,324,257,239,2474,2237,41.2,8.99,-100.0,-1,-1,47,173,28,1,0,0
D300265:bin_000025.fa,o__Bacteroidales (UID2716),92,487,270,93.97,3.38,71.43,2773054,38858,2296,2296,16896,429,342,325,2559,2375,37.3,5.04,-100.0,-1,-1,67,410,8,2,0,0
D300265:bin_000026.fa,k__Bacteria (UID203),5449,104,58,69.14,10.34,71.43,3378276,53436,2867,2867,25633,444,353,334,2595,2396,38.7,4.97,-100.0,-1,-1,56,41,7,0,0,0
D300265:bin_000027.fa,o__Clostridiales (UID1212),172,261,147,80.76,4.13,40.0,2230471,22473,2409,2409,6340,344,275,266,1849,1769,37.7,5.0,-100.0,-1,-1,75,176,10,0,0,0
D300265:bin_000028.fa,k__Bacteria (UID2329),174,149,89,60.67,1.28,50.0,1117937,16787,1443,1443,5571,293,221,209,1281,1231,35.4,5.26,-100.0,-1,-1,40,107,2,0,0,0
D300265:bin_000029.fa,k__Bacteria (UID203),5449,104,58,84.54,21.21,78.57,2328704,31680,2489,2489,3959,376,287,275,2304,2183,39.0,3.91,-100.0,-1,-1,18,56,24,6,0,0
D300265:bin_000030.fa,k__Bacteria (UID203),5449,104,58,91.95,36.66,70.31,3229987,49787,2907,2907,13237,423,328,310,6307,5973,37.5,4.77,-100.0,-1,-1,6,53,14,12,12,7
D300265:bin_000031.fa,g__Prevotella (UID2724),55,567,296,68.87,0.61,20.0,1878837,26262,1534,1534,46739,423,346,329,4793,4569,37.9,6.34,-100.0,-1,-1,176,386,5,0,0,0
D300265:bin_000032.fa,o__Clostridiales (UID1212),172,263,149,75.44,31.32,7.23,2182772,45125,2266,2266,14829,354,283,263,2905,2617,38.6,5.45,-100.0,-1,-1,50,140,68,5,0,0
D300265:bin_000033.fa,k__Bacteria (UID203),5449,104,58,68.42,5.17,100.0,2211653,29238,2024,2024,6895,389,311,296,1947,1800,36.8,5.3,-100.0,-1,-1,58,43,3,0,0,0
D300265:bin_000034.fa,k__Bacteria (UID2329),174,149,89,69.36,0.0,0.0,1134970,16063,1157,1157,5072,381,296,283,1457,1384,38.9,6.29,-100.0,-1,-1,56,93,0,0,0,0
D300265:bin_000035.fa,c__Gammaproteobacteria (UID4201),1164,275,174,58.85,1.48,0.0,1833080,17198,1958,1958,3309,355,269,260,1772,1704,40.0,4.25,-100.0,-1,-1,100,161,14,0,0,0
D300265:bin_000036.fa,o__Bacteroidales (UID2716),92,487,270,72.01,3.5,33.33,1983867,30056,2030,2030,4787,376,299,284,1417,1343,39.4,5.21,-100.0,-1,-1,173,302,12,0,0,0
D300265:bin_000037.fa,c__Bacilli (UID285),586,325,181,67.55,27.41,3.23,2569808,36457,3184,3184,2618,294,228,216,1356,1285,37.1,6.66,-100.0,-1,-1,90,149,72,12,1,1
TJ1:bin_000001.fa,c__Bacilli (UID285),586,325,181,91.05,2.85,42.86,2520062,34362,2450,2450,25445,355,285,271,1779,1634,38.4,6.42,-100.0,-1,-1,23,295,7,0,0,0
TJ1:bin_000002.fa,k__Bacteria (UID1453),901,171,117,89.74,0.85,0.0,1658595,29125,1622,1622,23873,361,304,286,2073,1913,36.8,6.78,-100.0,-1,-1,13,157,1,0,0,0
TJ1:bin_000003.fa,o__Clostridiales (UID1226),155,278,158,92.07,2.06,20.0,1998925,22071,1845,1845,34854,389,324,312,2522,2410,40.1,4.43,-100.0,-1,-1,18,255,5,0,0,0
TJ1:bin_000004.fa,o__Clostridiales (UID1212),172,263,149,97.99,0.56,0.0,1961720,34485,1877,1877,16312,375,305,286,2427,2231,39.9,6.61,-100.0,-1,-1,3,258,2,0,0,0
TJ1:bin_000005.fa,p__Bacteroidetes (UID2605),350,316,210,94.52,0.95,50.0,2084976,28638,1736,1736,32400,439,367,350,1838,1746,39.2,4.05,-100.0,-1,-1,13,301,2,0,0,0
TJ1:bin_000006.fa,o__Clostridiales (UID1212),172,263,149,97.11,1.01,100.0,2263751,38882,2152,2152,21615,391,319,301,2558,2376,39.4,7.34,-100.0,-1,-1,8,253,2,0,0,0
TJ1:bin_000007.fa,o__Clostridiales (UID1212),172,263,149,96.64,0.0,0.0,2477206,33320,2222,2222,66154,404,335,320,2368,2237,39.5,8.33,-100.0,-1,-1,6,257,0,0,0,0
TJ1:bin_000008.fa,o__Clostridiales (UID1212),172,263,149,97.97,2.18,50.0,2068011,20477,1946,1946,20016,373,298,288,1546,1431,37.3,6.16,-100.0,-1,-1,4,255,4,0,0,0
TJ1:bin_000009.fa,c__Betaproteobacteria (UID3971),223,425,211,89.53,1.23,14.29,2287965,58261,2117,2133,17462,376,315,286,1664,1599,34.7,6.31,-100.0,-1,-1,37,381,7,0,0,0
TJ1:bin_000010.fa,o__Clostridiales (UID1212),172,263,149,99.66,2.01,40.0,2683602,38062,2479,2480,77322,385,326,311,3961,3669,39.7,5.59,-100.0,-1,-1,1,257,5,0,0,0
TJ1:bin_000011.fa,o__Clostridiales (UID1212),172,263,149,95.3,0.34,0.0,3218033,39541,2785,2785,33856,420,334,320,4086,3909,39.9,6.63,-100.0,-1,-1,8,254,1,0,0,0
TJ1:bin_000012.fa,o__Bacteroidales (UID2716),92,487,270,97.41,0.19,0.0,2330835,38325,2037,2037,27090,408,334,315,2520,2320,39.2,5.04,-100.0,-1,-1,8,478,1,0,0,0
TJ1:bin_000013.fa,k__Bacteria (UID2372),131,176,105,99.68,0.0,0.0,2151046,36298,2190,2190,23848,369,300,283,1454,1365,38.9,6.62,-100.0,-1,-1,1,175,0,0,0,0
TJ1:bin_000014.fa,o__Lactobacillales (UID355),490,333,183,99.45,2.55,57.14,2761171,45625,2957,2957,16226,352,274,258,2318,2136,34.2,5.94,-100.0,-1,-1,1,325,7,0,0,0
TJ1:bin_000015.fa,o__Clostridiales (UID1212),172,263,149,97.32,1.34,25.0,1780431,26387,1770,1770,19903,376,303,288,1428,1322,39.0,5.78,-100.0,-1,-1,4,255,4,0,0,0
TJ1:bin_000016.fa,p__Euryarchaeota (UID3),148,187,124,96.77,0.37,33.33,1438261,13997,1479,1479,20390,355,292,282,3587,3419,42.4,5.66,-100.0,-1,-1,5,176,6,0,0,0
TJ1:bin_000017.fa,o__Clostridiales (UID1212),172,263,149,96.98,2.01,25.0,2326189,41826,2175,2177,26897,380,317,297,3653,3235,39.7,4.35,-100.0,-1,-1,8,253,1,1,0,0
TJ1:bin_000018.fa,o__Clostridiales (UID1212),172,263,149,90.27,2.01,100.0,1608275,23087,1602,1602,21864,360,293,278,1427,1352,39.9,6.53,-100.0,-1,-1,16,243,4,0,0,0
TJ1:bin_000019.fa,g__Prevotella (UID2724),55,567,296,95.27,1.58,0.0,3836763,56835,3056,3056,60044,460,367,349,4911,4535,37.2,5.69,-100.0,-1,-1,24,536,7,0,0,0
TJ1:bin_000020.fa,o__Clostridiales (UID1212),172,263,149,97.99,2.99,7.14,2661757,38690,2597,2597,23919,387,302,287,2845,2664,37.8,5.63,-100.0,-1,-1,3,253,5,1,1,0
TJ1:bin_000021.fa,o__Bacteroidales (UID2716),92,487,270,94.44,1.91,18.18,2541725,35592,2141,2141,26786,425,351,335,2449,2319,38.1,5.22,-100.0,-1,-1,24,452,11,0,0,0
TJ1:bin_000022.fa,o__Clostridiales (UID1212),172,263,149,99.33,2.96,10.0,2653013,39657,2460,2460,68599,389,328,312,1773,1678,38.8,6.01,-100.0,-1,-1,2,251,10,0,0,0
TJ1:bin_000023.fa,o__Bacteroidales (UID2621),198,427,260,96.15,1.92,33.33,2725447,35764,2476,2476,13341,420,340,326,2240,2076,38.3,4.87,-100.0,-1,-1,11,410,6,0,0,0
TJ1:bin_000024.fa,f__Lachnospiraceae (UID1255),90,354,174,97.03,3.54,25.0,2369678,27085,2132,2132,34933,403,339,327,1538,1485,39.7,5.18,-100.0,-1,-1,9,337,8,0,0,0
TJ1:bin_000025.fa,f__Enterobacteriaceae (UID5124),134,1173,336,98.15,2.23,53.85,4521817,51996,4594,4594,15735,359,289,278,1654,1576,36.3,6.05,-100.0,-1,-1,16,1131,26,0,0,0
TJ1:bin_000026.fa,k__Bacteria (UID2565),2921,152,93,96.77,1.71,33.33,1378304,23547,1425,1425,16386,351,293,277,1655,1544,37.4,7.5,-100.0,-1,-1,4,145,3,0,0,0
TJ1:bin_000027.fa,g__Lactobacillus (UID377),91,430,154,98.3,10.88,72.97,4308938,76386,4973,4973,7958,334,251,236,2049,1883,34.7,7.09,-100.0,-1,-1,4,393,31,2,0,0
TJ1:bin_000028.fa,o__Clostridiales (UID1212),172,263,149,99.33,0.67,0.0,2365559,34513,2277,2277,50905,377,318,302,3940,3654,40.3,4.56,-100.0,-1,-1,1,261,1,0,0,0
